Concat,"VLOOKUP(A2,[BRA2022111050006_INV_INV.xlsx]SISFAC!$R:$R,1,0)",Concat POLine,Project,PO,PN,PO Line,Description, Qty ,Unit price,Total,Plant,Concatenate,Huawei commitment (CPD),PL,ETA Foxconn,Modal,Status,Were used,Forecast
966000094390010518354EMS02Q20000491HWA0067H,#N/A,9.66E+12,ONT,9660000943,90010518,310,Solid Manufactory Auxiliaries 8W Thermal,354,98.2316,"34,773.99", 451U ,9.66E+20,12/1/2021,EMS02Q20000491HWA0067H,2/3/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094390170088198000EMS02Q20000491HWA0022H,#N/A,9.66E+12,ONT,9660000943,90170088,320,"Gum Paper,Foam Tape,each size 5mm*25mm,F",198000,0.0048,950.4, 451U ,9.66E+23,11/5/2021,EMS02Q20000491HWA0022H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009439017015460000EMS02Q20000491HWA0022H,#N/A,9.66E+12,ONT,9660000943,90170154,330,Gum Paper Blank Barcode Label 18mmX6mmX2,60000,0.0167,"1,002.00", 451U ,9.66E+22,11/5/2021,EMS02Q20000491HWA0022H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094303013XVB10000EMS02Q20000491HWA0042H,#N/A,9.66E+12,ONT,9660000943,03013XVB,340,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094303013XVB10000 ,11/20/2021,EMS02Q20000491HWA0042H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094303013XVB10000EMS02Q20000491HWA0026H,#N/A,9.66E+12,ONT,9660000943,03013XVB,350,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094303013XVB10000 ,11/19/2021,EMS02Q20000491HWA0026H,1/25/2022, SEA ,Delivered,02313BFA-2,2/1/2022
966000094303013XVB10000EMS02Q20000491HWA0026H,#N/A,9.66E+12,ONT,9660000943,03013XVB,370,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094303013XVB10000 ,11/15/2021,EMS02Q20000491HWA0026H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
966000094303013XVB10000EMS02Q20000491HWA0042H,#N/A,9.66E+12,ONT,9660000943,03013XVB,380,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094303013XVB10000 ,11/15/2021,EMS02Q20000491HWA0042H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
966000094303013XVB10000EMS02Q20000491HWA0005H,#N/A,9.66E+12,ONT,9660000943,03013XVB,390,PCB EchoLife ONT HG8245WC GPON Terminal,10000,2.229,"22,290.00", 451U , 966000094303013XVB10000 ,11/15/2021,EMS02Q20000491HWA0005H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0006H,#N/A,9.66E+12,ONT,9660000943,21205942,400,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0006H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0049H,#N/A,9.66E+12,ONT,9660000943,21205942,410,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/22/2021,EMS02Q20000491HWA0049H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0035H,#N/A,9.66E+12,ONT,9660000943,21205942,420,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0035H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0040H,#N/A,9.66E+12,ONT,9660000943,21205942,430,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0040H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0047H,#N/A,9.66E+12,ONT,9660000943,21205942,440,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/21/2021,EMS02Q20000491HWA0047H,1/3/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0018H,#N/A,9.66E+12,ONT,9660000943,21205942,460,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0018H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0003H,#N/A,9.66E+12,ONT,9660000943,21205942,480,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/23/2021,EMS02Q20000491HWA0003H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0023H,#N/A,9.66E+12,ONT,9660000943,21205942,490,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0023H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0010H,#N/A,9.66E+12,ONT,9660000943,21205942,520,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0010H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0027H,#N/A,9.66E+12,ONT,9660000943,21205942,540,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0027H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0011H,#N/A,9.66E+12,ONT,9660000943,21205942,550,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0011H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0051H,#N/A,9.66E+12,ONT,9660000943,21205942,560,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0051H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0030H,#N/A,9.66E+12,ONT,9660000943,21205942,570,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/18/2021,EMS02Q20000491HWA0030H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0041H,#N/A,9.66E+12,ONT,9660000943,21205942,580,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/24/2021,EMS02Q20000491HWA0041H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0013H,#N/A,9.66E+12,ONT,9660000943,21205942,630,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/24/2021,EMS02Q20000491HWA0013H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0020H,#N/A,9.66E+12,ONT,9660000943,21205942,650,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0020H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0016H,#N/A,9.66E+12,ONT,9660000943,21205942,660,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/23/2021,EMS02Q20000491HWA0016H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0032H,#N/A,9.66E+12,ONT,9660000943,21205942,670,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/20/2021,EMS02Q20000491HWA0032H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0046H,#N/A,9.66E+12,ONT,9660000943,21205942,700,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,10/20/2021,EMS02Q20000491HWA0046H,1/4/2022, SEA ,Delivered,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0048H,#N/A,9.66E+12,ONT,9660000943,21205942,730,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0048H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0031H,#N/A,9.66E+12,ONT,9660000943,21205942,740,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0031H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0043H,#N/A,9.66E+12,ONT,9660000943,21205942,750,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0043H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
9660000943212059421890EMS02Q20000491HWA0039H,#N/A,9.66E+12,ONT,9660000943,21205942,760,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000491HWA0039H,1/21/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009430405050514062EMS02Q20000491HWA0059H,#N/A,9.66E+12,ONT,9660000943,4050505,770,Signal Cable Outsourcing Cable 1.5m 8P8,14062,0.307,"4,317.03", 451U ,9.66E+22,11/27/2021,EMS02Q20000491HWA0059H,1/21/2022, SEA ,Delivered,02313BFA-2,2/1/2022
96600009430405050510000EMS02Q20000491HWA0063H,#N/A,9.66E+12,ONT,9660000943,4050505,780,Signal Cable Outsourcing Cable 1.5m 8P8,10000,0.307,"3,070.00", 451U ,9.66E+22,,EMS02Q20000491HWA0063H,6/30/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009430405050510000EMS02Q20000491HWA0062H,#N/A,9.66E+12,ONT,9660000943,4050505,790,Signal Cable Outsourcing Cable 1.5m 8P8,10000,0.307,"3,070.00", 451U ,9.66E+22,,EMS02Q20000491HWA0062H,6/30/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009430405050514062EMS02Q20000491HWA0059H,#N/A,9.66E+12,ONT,9660000943,4050505,810,Signal Cable Outsourcing Cable 1.5m 8P8,14062,0.307,"4,317.03", 451U ,9.66E+22,,EMS02Q20000491HWA0059H,6/30/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009431419000221000EMS02Q20000491HWA0065H,#N/A,9.66E+12,ONT,9660000943,14190002,820,Power Connector 1PIN 50V 2A R/A Male Soc,21000,0.0246,516.6, 451U ,9.66E+22,,EMS02Q20000491HWA0065H,6/30/2022, SEA ,Cancelled,02313BFA-2,2/1/2022
96600009440405050520000EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,4050505,10,Signal Cable Outsourcing Cable 1.5m 8P8,20000,0.307,"6,140.00", 451U ,9.66E+22,12/3/2021,EMS02Q20000492HWA0006H,2/10/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009441408057714900EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,14080577,20,"Network Port Connector,Single row,4-Port",14900,0.121,"1,802.90", 451U ,9.66E+22,11/20/2021,EMS02Q20000492HWA0006H,1/26/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009441408057815000EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,14080578,30,"Network Port Connector,Single row,Single",15000,0.0274,411, 451U ,9.66E+22,12/3/2021,EMS02Q20000492HWA0006H,2/10/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009441408057914700EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,14080579,40,"Network Port Connector,Single row,Single",14700,0.0887,"1,303.89", 451U ,9.66E+22,12/3/2021,EMS02Q20000492HWA0006H,2/10/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009441419000220000EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,14190002,50,Power Connector 1PIN 50V 2A R/A Male Soc,20000,0.0246,492, 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0006H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009441430011320000EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,14300113,60,Optical Adapter SC/APC-SC/APC Green,20000,0.0918,"1,836.00", 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0006H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009441605009614400EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,16050096,70,Push Switch 2P2T 12VDC 1A THT 3.6mm,14400,0.1018,"1,465.92", 451U ,9.66E+22,12/3/2021,EMS02Q20000492HWA0006H,2/10/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009441610008160000EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,16100081,80,Micro switch-SPST-12VDC-0.05A-THT-3.5mm-,60000,0.2108,"12,648.00", 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0006H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009442108026219600EMS02Q20000492HWA0006H,#N/A,9.66E+11,ONT,9660000944,21080262,90,HG8245 shield case for Bosa part-2108026,19600,0.1476,"2,892.96", 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0006H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009442108041014975EMS02Q20000492HWA0006H,#N/A,9.66E+12,ONT,9660000944,21080410,100,"HG8145V5 aluminum heat sink, 21080410_dr",14975,0.1581,"2,367.55", 451U ,9.66E+22,12/3/2021,EMS02Q20000492HWA0006H,2/10/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0002H,#N/A,9.66E+12,ONT,9660000944,21206383,110,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,12/1/2021,EMS02Q20000492HWA0002H,2/3/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009442701409114975EMS02Q20000492HWA0013H,#N/A,9.66E+12,ONT,9660000944,27014091,120,"Omni-directional Antenna,2400~2500/5150~",14975,0.3113,"4,661.72", 451U ,9.66E+22,11/21/2021,EMS02Q20000492HWA0013H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009442701409214975EMS02Q20000492HWA0009H,#N/A,9.66E+12,ONT,9660000944,27014092,130,"Omni-directional Antenna,2400~2500/5150~",14975,0.3126,"4,681.19", 451U ,9.66E+22,11/24/2021,EMS02Q20000492HWA0009H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009442904101314000EMS02Q20000492HWA0004H,#N/A,9.66E+12,ONT,9660000944,29041013,140,"DKBA8.817.1759,Product Blank Nameplate,V",14000,0.0142,198.8, 451U ,9.66E+22,11/17/2021,EMS02Q20000492HWA0004H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
96600009442904309220000EMS02Q20000492HWA0004H,#N/A,9.66E+12,ONT,9660000944,29043092,150,"Product Label,Label,DKBA8.818.5922,Indiv",20000,0.0052,104, 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0004H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009442910009984000EMS02Q20000492HWA0004H,#N/A,9.66E+12,ONT,9660000944,29100099,160,"Production Label,29100099_DRAEN,Integrat",84000,0.0315,"2,646.00", 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0004H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
9660000944300605702EMS02Q20000492HWA0004H,#N/A,9.66E+12,ONT,9660000944,30060570,170,Gummed Tape with Huawei LOGO 1000m*100mm,2,23.3179,46.6358, 451U ,9.66E+18,11/11/2021,EMS02Q20000492HWA0004H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
96600009449017008881000EMS02Q20000492HWA0004H,#N/A,9.66E+12,ONT,9660000944,90170088,180,"Gum Paper,Foam Tape,each size 5mm*25mm,F",81000,0.0048,388.8, 451U ,9.66E+22,11/11/2021,EMS02Q20000492HWA0004H,1/17/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
966000094403015BCM4942EMS02Q20000492HWA0005H,#N/A,9.66E+12,ONT,9660000944,03015BCM,190,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",4942,3.5394,"17,491.71", 451U , 966000094403015BCM4942 ,11/21/2021,EMS02Q20000492HWA0005H,1/21/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0015H,#N/A,9.66E+12,ONT,9660000944,21206383,200,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/24/2021,EMS02Q20000492HWA0015H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0010H,#N/A,9.66E+12,ONT,9660000944,21206383,210,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/25/2021,EMS02Q20000492HWA0010H,1/31/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0001H,#N/A,9.66E+12,ONT,9660000944,21206383,220,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/17/2021,EMS02Q20000492HWA0001H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0010H,#N/A,9.66E+12,ONT,9660000944,21206383,230,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/26/2021,EMS02Q20000492HWA0010H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0014H,#N/A,9.66E+12,ONT,9660000944,21206383,240,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/21/2021,EMS02Q20000492HWA0014H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0016H,#N/A,9.66E+12,ONT,9660000944,21206383,250,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/24/2021,EMS02Q20000492HWA0016H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0008H,#N/A,9.66E+12,ONT,9660000944,21206383,260,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/19/2021,EMS02Q20000492HWA0008H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
9660000944212063832000EMS02Q20000492HWA0016H,#N/A,9.66E+12,ONT,9660000944,21206383,270,"EchoLife HG8145V5 plastic parts, 2120638",2000,1.1909,"2,381.80", 451U ,9.66E+21,11/24/2021,EMS02Q20000492HWA0016H,1/30/2022, SEA ,Cancelled,02313KTC-1,3/1/2022
966000094421206383975EMS02Q20000492HWA0012H,#N/A,9.66E+12,ONT,9660000944,21206383,280,"EchoLife HG8145V5 plastic parts, 2120638",975,1.1909,"1,161.13", 451U ,9.66E+20,11/21/2021,EMS02Q20000492HWA0012H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
966000094403015BCM10000EMS02Q20000492HWA0007H,#N/A,9.66E+12,ONT,9660000944,03015BCM,290,"PCB,EchoLife ONT,HS8145VD,GPON Terminal",10000,3.5394,"35,394.00", 451U , 966000094403015BCM10000 ,11/14/2021,EMS02Q20000492HWA0007H,1/25/2022, SEA ,Delivered,02313KTC-1,3/1/2022
966000094912020344-001100EMS02Q20000494HWA0001K,#N/A,9.66E+11,ONT,9660000949,12020344-001,10,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",100,0.067,6.7, 451U , 966000094912020344-001100 ,11/28/2021,EMS02Q20000494HWA0001K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094915010422-001200EMS02Q20000494HWA0001K,#N/A,9.66E+11,ONT,9660000949,15010422-001,20,"Switching Diode,250V,225mA,0.93V,50ns,si",200,0.0077,1.54, 451U , 966000094915010422-001200 ,11/28/2021,EMS02Q20000494HWA0001K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094915010589-002200EMS02Q20000494HWA0001K,#N/A,9.66E+11,ONT,9660000949,15010589-002,30,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",200,0.0141,2.82, 451U , 966000094915010589-002200 ,11/28/2021,EMS02Q20000494HWA0001K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
966000094915050146-003200EMS02Q20000494HWA0001K,#N/A,9.66E+11,ONT,9660000949,15050146-003,40,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",200,0.0126,2.52, 451U , 966000094915050146-003200 ,11/28/2021,EMS02Q20000494HWA0001K,1/3/2022, AIR ,Delivered,02313KTC-1,2/1/2022
9660000950210806584EMS02Q20000495HWA0002H,#N/A,9.66E+11,ONT,9660000950,21080658,10,Sheet metal shielding protective shell-2,4,0.1922,0.7688, 451U ,9.66E+18,11/15/2021,EMS02Q20000495HWA0002H,1/21/2022, SEA ,Cancelled,02313BFA-2,3/1/2022
9660000950210806596EMS02Q20000495HWA0002H,#N/A,9.66E+11,ONT,9660000950,21080659,20,Sheet metal shielding protective shell-2,6,0.1933,1.1598, 451U ,9.66E+18,11/15/2021,EMS02Q20000495HWA0002H,1/21/2022, SEA ,Cancelled,02313BFA-2,3/1/2022
9660000950211261224EMS02Q20000495HWA0002H,#N/A,9.66E+11,ONT,9660000950,21126122,30,Small sheet metal hardware-21126122_DRAE,4,0.7056,2.8224, 451U ,9.66E+18,11/15/2021,EMS02Q20000495HWA0002H,1/21/2022, SEA ,Cancelled,02313BFA-2,3/1/2022
9660000950212059421890EMS02Q20000495HWA0003H,#N/A,9.66E+11,ONT,9660000950,21205942,40,Class terminal plastic parts-21205942_dr,1890,4.121,"7,788.69", 451U ,9.66E+21,11/15/2021,EMS02Q20000495HWA0003H,1/21/2022, SEA ,Cancelled,02313BFA-2,3/1/2022
9660000950270139244EMS02Q20000495HWA0004H,#N/A,9.66E+11,ONT,9660000950,27013924,50,Omnidirectional antenna-2.4GHz~2.5GHz-2d,4,0.1592,0.6368, 451U ,9.66E+18,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
9660000950270139255EMS02Q20000495HWA0004H,#N/A,9.66E+11,ONT,9660000950,27013925,60,Omnidirectional antenna-2.4GHz~2.5GHz-2d,5,0.1545,0.7725, 451U ,9.66E+18,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
96600009502701392622EMS02Q20000495HWA0004H,#N/A,9.66E+11,ONT,9660000950,27013926,70,Omnidirectional antenna-5.1GHz~5.9GHz-2d,22,0.1464,3.2208, 451U ,9.66E+19,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
96600009502701392723EMS02Q20000495HWA0004H,#N/A,9.66E+11,ONT,9660000950,27013927,80,Omnidirectional antenna-5.1GHz~5.9GHz-2d,23,0.1557,3.5811, 451U ,9.66E+19,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
96600009502701392815EMS02Q20000495HWA0004H,#N/A,9.66E+11,ONT,9660000950,27013928,90,Omnidirectional antenna-5.1GHz~5.9GHz-2d,15,0.1487,2.2305, 451U ,9.66E+19,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
96600009502701392913EMS02Q20000495HWA0004H,#N/A,9.66E+12,ONT,9660000950,27013929,100,Omnidirectional antenna-5.1GHz~5.9GHz-2d,13,0.1638,2.1294, 451U ,9.66E+19,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
966000095003013XVB4EMS02Q20000495HWA0004H,#N/A,9.66E+12,ONT,9660000950,03013XVB,110,PCB EchoLife ONT HG8245WC GPON Terminal,4,2.229,8.916, 451U , 966000095003013XVB4 ,11/27/2021,EMS02Q20000495HWA0004H,2/3/2022, SEA ,Delivered,02313BFA-2,3/1/2022
966000095021205942486EMS02Q20000495HWA0001H,#N/A,9.66E+12,ONT,9660000950,21205942,120,Class terminal plastic parts-21205942_dr,486,4.121,"2,002.81", 451U ,9.66E+20,11/15/2021,EMS02Q20000495HWA0001H,1/21/2022, SEA ,Cancelled,02313BFA-2,3/1/2022
9660000955150500263000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,15050026,10,"Transistor,NPN,40V,600mA,225mW,750mV@500",3000,0.006,18, 451U ,9.66E+21,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
9660000955150102673000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,15010267,20,Switching Diode 200V 200mA 1.25V 50ns,3000,0.0093,27.9, 451U ,9.66E+21,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
96600009553413022150EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,34130221,30,"Optical Transceiver Device,1310nm(Tx)/14",50,3.0862,154.31, 451U ,9.66E+19,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
9660000955101005771500EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,10100577,40,"Terminal Power Inductor,4.7uH,+/-30%,3.0",1500,0.0231,34.65, 451U ,9.66E+21,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
96600009550709083610000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,7090836,50,Chip Thick Film Resistor 1/16W 33ohm+/-1,10000,0.0003,3, 451U ,9.66E+22,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
9660000955070905225000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,7090522,60,Chip Thick Film Resistor 0ohm 50mohmMAX,5000,0.0004,2, 451U ,9.66E+21,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
96600009550709077610000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,7090776,70,"Chip Thick Film Resistor,1/16W,49.9ohm,+",10000,0.0003,3, 451U ,9.66E+22,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
96600009550807063610000EMS02Q20000496HWA0001K,#N/A,9.66E+11,ONT,9660000955,8070636,80,"Chip Multilayer Ceramic Capacitor,50V,3p",10000,0.0007,7, 451U ,9.66E+22,11/25/2021,EMS02Q20000496HWA0001K,1/3/2022, AIR ,Delivered,02312VMP-2,2/1/2022
